timestamp_c,frame.number,frame.len,frame.protocols,wlan.duration,wlan.ra,wlan.ta,wlan.da,wlan.sa,wlan.bssid,wlan.frag,wlan.seq,llc.type,ip.hdr_len,ip.len,ip.id,ip.flags,ip.ttl,ip.proto,ip.src,ip.dst,tcp.srcport,tcp.dstport,tcp.seq_raw,tcp.ack_raw,tcp.hdr_len,tcp.flags,tcp.window_size,tcp.options,udp.srcport,udp.dstport,udp.length,data.data,data.len,wlan.fc.type,wlan.fc.subtype,time_since_last_packet,class
34381.71523,60,1,-1,0,0,-1,0,65,82,20415,36,57,-16,-16,83,benign,,,,,,,,,,,,,,,,,,,,,
34382.22538,60,1,0,0,0,-1,0,64,81,20417,36,57,-6,-12,83,benign,,,,,,,,,,,,,,,,,,,,,
34382.7529,60,0,-1,0,-1,-1,0,64,81,20413,37,56,-4,-9,83,benign,,,,,,,,,,,,,,,,,,,,,
34383.27762,60,0,-1,0,0,-1,0,64,80,20416,37,56,-4,-7,82,benign,,,,,,,,,,,,,,,,,,,,,
34383.79431,60,0,0,0,0,0,0,64,80,20422,38,56,-4,-5,82,benign,,,,,,,,,,,,,,,,,,,,,
34384.31048,60,0,0,0,-1,0,0,65,81,20421,38,56,-6,-4,83,benign,,,,,,,,,,,,,,,,,,,,,
34384.88298,70,0,0,0,-1,0,0,65,83,20424,39,56,-9,-10,84,benign,,,,,,,,,,,,,,,,,,,,,
34385.40543,70,4,0,0,-1,0,0,65,83,20420,39,56,-6,-14,84,benign,,,,,,,,,,,,,,,,,,,,,
34385.93361,70,2,0,0,-1,0,0,65,83,20417,40,56,8,-16,84,benign,,,,,,,,,,,,,,,,,,,,,
34386.46481,70,2,0,0,-2,-1,0,65,82,20425,40,56,19,-25,82,benign,,,,,,,,,,,,,,,,,,,,,
34386.99091,60,2,0,0,-2,-1,0,65,81,20415,41,55,26,-31,81,benign,,,,,,,,,,,,,,,,,,,,,
34387.51325,60,2,0,0,-1,0,0,65,80,20416,41,55,27,-41,78,benign,,,,,,,,,,,,,,,,,,,,,
34388.02537,60,2,-1,0,-1,-1,0,65,79,20416,42,55,-31,-9,87,benign,,,,,,,,,,,,,,,,,,,,,
34388.56496,60,0,0,0,1,0,0,64,79,20425,42,55,-22,-12,82,benign,,,,,,,,,,,,,,,,,,,,,
34389.08706,60,0,0,0,-4,-3,1,64,80,20417,43,55,-20,-14,83,benign,,,,,,,,,,,,,,,,,,,,,
34389.61165,60,1,0,0,-1,0,0,64,80,20425,43,55,-17,-15,83,benign,,,,,,,,,,,,,,,,,,,,,
34390.13304,60,1,0,0,-1,0,0,64,80,20416,44,55,-11,-10,83,benign,,,,,,,,,,,,,,,,,,,,,
34390.66116,60,1,-1,0,-1,0,0,65,79,20413,44,55,-7,-7,83,benign,,,,,,,,,,,,,,,,,,,,,
34391.19027,60,1,0,0,0,1,0,65,78,20418,45,55,-7,-5,82,benign,,,,,,,,,,,,,,,,,,,,,
34391.71587,60,0,0,0,0,0,25,65,78,20422,46,55,-5,-5,82,benign,,,,,,,,,,,,,,,,,,,,,
34392.24461,60,0,0,0,0,-1,59,65,79,20425,46,55,-6,-8,83,benign,,,,,,,,,,,,,,,,,,,,,
34392.76944,60,0,0,0,0,-1,88,65,80,20419,47,54,-3,-16,82,benign,,,,,,,,,,,,,,,,,,,,,
34393.29304,60,0,0,0,0,0,116,65,79,20418,47,54,-7,-14,83,benign,,,,,,,,,,,,,,,,,,,,,
34393.81969,60,0,0,0,0,0,146,65,80,20419,48,54,-6,-18,82,benign,,,,,,,,,,,,,,,,,,,,,
34394.37921,60,0,0,0,0,0,173,66,81,20427,48,54,-5,-19,83,benign,,,,,,,,,,,,,,,,,,,,,
34394.90108,60,0,0,0,0,0,178,66,80,20418,49,54,-11,-17,83,benign,,,,,,,,,,,,,,,,,,,,,
34395.42669,60,0,0,0,0,0,179,65,80,20421,49,54,-8,-13,84,benign,,,,,,,,,,,,,,,,,,,,,
34395.95033,60,0,0,0,0,0,179,65,80,20422,50,54,-7,-8,84,benign,,,,,,,,,,,,,,,,,,,,,
34396.47499,60,-2,0,0,-8,0,179,65,81,20414,50,54,-11,-7,83,benign,,,,,,,,,,,,,,,,,,,,,
34397.00162,60,-2,0,0,0,0,179,65,79,20416,51,54,-35,0,83,benign,,,,,,,,,,,,,,,,,,,,,
34397.53075,60,-2,0,0,0,0,179,65,79,20421,51,54,-39,3,85,benign,,,,,,,,,,,,,,,,,,,,,
34398.06092,60,-2,0,0,-1,-1,178,65,79,20412,52,54,-39,3,85,benign,,,,,,,,,,,,,,,,,,,,,
34398.57206,60,-2,0,0,0,-1,179,66,79,20417,52,54,2,-11,80,benign,,,,,,,,,,,,,,,,,,,,,
34399.08789,60,0,0,0,3,1,179,66,79,20429,53,53,-3,-8,81,benign,,,,,,,,,,,,,,,,,,,,,
34399.62496,60,0,0,0,2,1,178,65,79,20419,53,53,-6,-6,82,benign,,,,,,,,,,,,,,,,,,,,,
34400.15652,60,0,0,0,-1,0,178,65,80,20425,54,53,-7,-2,82,benign,,,,,,,,,,,,,,,,,,,,,
34400.68212,60,0,0,0,0,-1,178,65,81,20426,55,53,-6,0,83,benign,,,,,,,,,,,,,,,,,,,,,
34401.20518,60,0,0,0,-9,0,178,65,84,20430,55,53,-12,4,82,benign,,,,,,,,,,,,,,,,,,,,,
34401.75079,70,-3,0,0,1,-1,178,66,83,20431,56,53,-17,14,83,benign,,,,,,,,,,,,,,,,,,,,,
34402.27538,70,-2,0,0,-1,0,178,66,83,20436,56,53,-31,19,81,benign,,,,,,,,,,,,,,,,,,,,,
34402.80036,60,-2,0,0,-1,-1,178,65,82,20427,57,53,-47,25,80,benign,,,,,,,,,,,,,,,,,,,,,
34403.35007,60,-2,0,0,-1,-1,179,66,82,20431,57,53,-30,-17,85,benign,,,,,,,,,,,,,,,,,,,,,
34403.87167,60,-1,1,0,0,-1,179,66,81,20429,58,53,-16,-19,83,benign,,,,,,,,,,,,,,,,,,,,,
34404.39352,60,0,0,0,0,2,179,65,80,20431,58,53,-7,-14,83,benign,,,,,,,,,,,,,,,,,,,,,
34404.92112,60,0,0,0,-1,-3,179,65,80,20438,59,52,-7,-14,83,benign,,,,,,,,,,,,,,,,,,,,,
34405.44674,60,0,1,0,-1,-1,178,66,80,20427,59,52,-7,-15,83,benign,,,,,,,,,,,,,,,,,,,,,
34405.97587,60,0,1,0,-1,-1,178,66,80,20435,60,52,-6,-14,82,benign,,,,,,,,,,,,,,,,,,,,,
34406.52042,60,0,1,0,-1,-1,178,66,79,20430,60,52,-5,-8,81,benign,,,,,,,,,,,,,,,,,,,,,
34407.0426,60,0,1,0,0,-1,179,66,79,20431,61,52,-4,-7,81,benign,,,,,,,,,,,,,,,,,,,,,
34407.56533,60,0,0,0,0,0,179,66,79,20430,61,52,-6,-7,82,benign,,,,,,,,,,,,,,,,,,,,,
34408.07896,60,0,0,0,-1,-1,179,66,80,20426,62,52,-12,-15,81,benign,,,,,,,,,,,,,,,,,,,,,
34408.60497,60,-3,0,0,-8,0,179,65,80,20438,62,52,-12,-20,82,benign,,,,,,,,,,,,,,,,,,,,,
34409.13211,60,-2,0,0,0,-1,178,65,81,20436,63,52,6,-24,83,benign,,,,,,,,,,,,,,,,,,,,,
34409.6587,60,-2,0,0,-1,-1,178,66,81,20438,63,52,22,-28,82,benign,,,,,,,,,,,,,,,,,,,,,
34410.18969,60,-2,0,0,-1,-1,178,66,81,20439,64,52,39,-32,77,benign,,,,,,,,,,,,,,,,,,,,,
34410.72043,60,-2,0,0,-1,-1,178,67,80,20430,65,51,47,-38,72,benign,,,,,,,,,,,,,,,,,,,,,
34411.24201,60,-2,1,0,-1,-1,179,67,80,20434,65,51,55,-42,66,benign,,,,,,,,,,,,,,,,,,,,,
34411.77075,60,0,0,0,1,0,179,66,80,20437,66,51,38,15,81,benign,,,,,,,,,,,,,,,,,,,,,
34412.29801,60,-1,0,0,-8,-3,179,66,81,20435,66,51,34,11,84,benign,,,,,,,,,,,,,,,,,,,,,
34412.82286,60,-2,1,0,0,0,179,66,80,20433,67,51,27,15,78,benign,,,,,,,,,,,,,,,,,,,,,
34413.35015,60,-1,1,0,0,0,179,66,79,20439,67,51,6,10,83,benign,,,,,,,,,,,,,,,,,,,,,
34413.86659,60,0,1,0,1,-1,178,66,80,20437,68,51,0,6,83,benign,,,,,,,,,,,,,,,,,,,,,
34414.42298,60,0,0,0,0,-1,178,66,79,20441,68,51,0,5,82,benign,,,,,,,,,,,,,,,,,,,,,
34414.95057,60,0,0,0,-1,0,179,66,78,20437,69,50,-1,4,82,benign,,,,,,,,,,,,,,,,,,,,,
34415.46526,60,0,1,0,0,0,179,66,79,20436,69,50,1,2,81,benign,,,,,,,,,,,,,,,,,,,,,
34415.98429,60,0,0,0,0,0,-165,66,80,20443,70,50,4,5,82,benign,,,,,,,,,,,,,,,,,,,,,
34416.51089,60,0,0,0,0,-1,-135,66,80,20436,70,50,7,6,82,benign,,,,,,,,,,,,,,,,,,,,,
34417.02738,60,0,0,0,0,0,-99,66,80,20451,71,50,7,10,83,benign,,,,,,,,,,,,,,,,,,,,,
34417.54458,60,0,0,0,0,0,-68,66,79,20446,71,50,7,12,82,benign,,,,,,,,,,,,,,,,,,,,,
34418.0726,60,0,0,0,0,0,-37,66,79,20447,72,50,10,13,82,benign,,,,,,,,,,,,,,,,,,,,,
34418.59987,60,0,0,0,0,0,-12,67,79,20443,72,50,8,18,82,benign,,,,,,,,,,,,,,,,,,,,,
34419.11661,60,0,0,0,0,0,-3,67,80,20447,73,50,10,18,81,benign,,,,,,,,,,,,,,,,,,,,,
34419.6731,60,0,0,0,0,0,-2,66,79,20447,74,50,-200,-200,-200,benign,,,,,,,,,,,,,,,,,,,,,
34420.20335,60,0,0,1,0,0,-2,66,76,20438,74,50,-200,-200,-200,benign,,,,,,,,,,,,,,,,,,,,,
34420.71403,50,0,0,4,0,0,-2,67,57,20423,75,49,-200,-200,-200,benign,,,,,,,,,,,,,,,,,,,,,
34421.24159,20,0,0,4,0,0,-2,67,32,20397,75,49,-200,-200,-200,benign,,,,,,,,,,,,,,,,,,,,,
34421.76025,0,0,0,4,0,0,-2,66,10,20317,76,49,-200,-200,-200,benign,,,,,,,,,,,,,,,,,,,,,
34422.27935,0,0,0,0,-1,0,-2,66,10,20159,76,49,-200,-200,-200,benign,,,,,,,,,,,,,,,,,,,,,
34422.79571,0,-1,0,0,-1,0,-2,67,10,20290,77,49,-200,-200,-200,benign,,,,,,,,,,,,,,,,,,,,,
34486.51041,70,0,0,0,0,0,0,70,76,20430,2,42,-7,-8,77,benign,,,,,,,,,,,,,,,,,,,,,
34487.03525,80,0,0,0,0,0,0,70,79,20436,3,42,-8,-9,80,benign,,,,,,,,,,,,,,,,,,,,,
34487.59279,80,0,0,0,0,0,0,70,80,20437,4,42,-8,-10,82,benign,,,,,,,,,,,,,,,,,,,,,
34488.12332,80,0,0,0,0,0,0,69,81,20436,4,42,-8,-9,83,benign,,,,,,,,,,,,,,,,,,,,,
34488.65481,80,0,0,0,0,0,0,69,81,20434,5,42,-7,-9,84,benign,,,,,,,,,,,,,,,,,,,,,
34489.18038,80,0,0,0,0,0,0,70,82,20439,5,42,-4,-11,85,benign,,,,,,,,,,,,,,,,,,,,,
34489.69984,80,0,0,0,0,0,0,70,84,20442,6,42,-8,-10,86,benign,,,,,,,,,,,,,,,,,,,,,
34490.21524,80,0,0,0,-1,-1,0,69,84,20442,6,42,-8,-12,86,benign,,,,,,,,,,,,,,,,,,,,,
34490.72487,80,0,0,0,0,0,0,69,82,20444,7,42,-6,-5,85,benign,,,,,,,,,,,,,,,,,,,,,
34491.25002,80,0,0,0,0,0,0,69,82,20443,7,42,-4,-5,85,benign,,,,,,,,,,,,,,,,,,,,,
34491.77698,80,0,0,0,0,0,0,69,83,20446,8,42,-4,-5,87,benign,,,,,,,,,,,,,,,,,,,,,
34492.30257,80,0,0,0,0,0,0,69,84,20440,8,42,-4,-7,88,benign,,,,,,,,,,,,,,,,,,,,,
34492.81296,80,0,0,0,0,0,0,69,84,20439,9,42,-6,-11,88,benign,,,,,,,,,,,,,,,,,,,,,
34493.33311,80,0,0,0,0,0,0,69,85,20444,9,42,-6,-13,88,benign,,,,,,,,,,,,,,,,,,,,,
34493.86238,80,0,0,0,0,0,0,69,86,20443,10,42,-3,-17,89,benign,,,,,,,,,,,,,,,,,,,,,
34494.38537,80,4,0,0,1,0,0,70,86,20440,10,42,6,-19,90,benign,,,,,,,,,,,,,,,,,,,,,
34494.89392,80,2,0,0,-1,-1,0,70,87,20440,11,42,25,-24,90,benign,,,,,,,,,,,,,,,,,,,,,
34495.40555,80,2,0,0,-1,-1,0,70,86,20449,11,42,31,-18,95,benign,,,,,,,,,,,,,,,,,,,,,
34495.91394,80,2,0,0,-1,0,0,70,87,20439,12,42,49,9,88,benign,,,,,,,,,,,,,,,,,,,,,
34496.43788,80,2,-1,0,-1,-1,0,69,87,20438,12,42,40,12,86,benign,,,,,,,,,,,,,,,,,,,,,
34496.95278,80,1,-1,0,3,3,0,69,85,20438,13,42,28,11,85,benign,,,,,,,,,,,,,,,,,,,,,
34497.47937,80,0,0,0,0,0,0,69,82,20440,13,42,26,9,83,benign,,,,,,,,,,,,,,,,,,,,,
34498.00902,80,0,0,0,0,0,0,69,81,20442,14,42,27,16,81,benign,,,,,,,,,,,,,,,,,,,,,
34498.54788,80,1,0,0,-8,0,0,69,82,20444,14,42,28,17,81,benign,,,,,,,,,,,,,,,,,,,,,
34499.07531,80,3,0,0,0,0,0,69,82,20440,15,42,10,18,84,benign,,,,,,,,,,,,,,,,,,,,,
34499.59891,80,2,0,0,-1,-1,0,69,82,20438,15,42,-2,24,83,benign,,,,,,,,,,,,,,,,,,,,,
34500.09956,80,2,0,0,-1,0,0,69,82,20436,16,42,-21,30,80,benign,,,,,,,,,,,,,,,,,,,,,
34500.60711,80,2,0,0,-1,-1,0,69,81,20443,17,42,-32,29,81,benign,,,,,,,,,,,,,,,,,,,,,
34501.12273,80,2,-1,0,-1,-1,0,69,82,20445,17,42,-38,28,81,benign,,,,,,,,,,,,,,,,,,,,,
34501.63553,80,1,0,0,2,2,0,69,81,20436,18,42,-35,-20,86,benign,,,,,,,,,,,,,,,,,,,,,
34502.1553,80,0,0,0,-7,-3,0,69,80,20444,18,42,-33,-18,84,benign,,,,,,,,,,,,,,,,,,,,,
34502.68022,80,2,-1,0,0,0,0,69,79,20429,19,42,-28,-17,81,benign,,,,,,,,,,,,,,,,,,,,,
34503.20282,80,1,-1,0,0,0,0,69,78,20440,19,42,-18,-15,80,benign,,,,,,,,,,,,,,,,,,,,,
34503.7286,80,1,0,0,0,0,0,69,78,20437,20,42,-8,-9,80,benign,,,,,,,,,,,,,,,,,,,,,
34504.25047,80,0,0,0,-1,0,0,69,78,20440,20,42,-6,-7,80,benign,,,,,,,,,,,,,,,,,,,,,
34504.77802,80,0,0,0,0,0,0,69,78,20440,21,42,-6,-4,80,benign,,,,,,,,,,,,,,,,,,,,,
34505.33558,80,0,0,0,0,0,0,69,78,20441,21,42,-7,-8,80,benign,,,,,,,,,,,,,,,,,,,,,
34505.85683,70,1,0,0,-9,0,0,69,78,20441,22,42,-9,-10,79,benign,,,,,,,,,,,,,,,,,,,,,
34506.38564,80,3,0,0,0,0,0,69,79,20452,22,42,2,-12,80,benign,,,,,,,,,,,,,,,,,,,,,
34506.91545,80,2,0,0,-1,0,0,69,80,20441,23,42,12,-16,80,benign,,,,,,,,,,,,,,,,,,,,,
34507.43184,80,2,0,0,-2,0,0,69,79,20447,23,42,29,-24,77,benign,,,,,,,,,,,,,,,,,,,,,
34507.96027,80,2,0,0,-1,0,0,69,78,20443,24,42,34,-22,80,benign,,,,,,,,,,,,,,,,,,,,,
34508.5003,80,2,0,0,-1,0,0,68,78,20438,24,42,-30,-2,83,benign,,,,,,,,,,,,,,,,,,,,,
34509.01059,80,1,0,0,2,0,0,68,78,20440,25,42,-23,-5,81,benign,,,,,,,,,,,,,,,,,,,,,
34509.51405,80,0,0,0,-1,0,0,68,79,20452,25,42,-17,-7,81,benign,,,,,,,,,,,,,,,,,,,,,
34510.03483,80,1,0,0,-1,0,0,68,80,20442,26,42,-15,-4,83,benign,,,,,,,,,,,,,,,,,,,,,
34510.56042,80,1,0,0,-1,0,0,69,80,20444,26,42,-9,-4,83,benign,,,,,,,,,,,,,,,,,,,,,
34511.07075,80,0,0,0,0,0,0,69,80,20445,27,42,-2,-5,82,benign,,,,,,,,,,,,,,,,,,,,,
34511.58537,80,0,0,0,0,0,8,69,80,20446,27,42,-1,-5,82,benign,,,,,,,,,,,,,,,,,,,,,
34512.11399,80,0,0,0,-1,0,42,69,79,20442,28,42,0,-4,82,benign,,,,,,,,,,,,,,,,,,,,,
34512.63711,80,0,0,0,0,0,71,69,81,20443,29,42,-2,-7,83,benign,,,,,,,,,,,,,,,,,,,,,
34513.16697,80,0,0,0,0,-1,101,69,81,20453,29,42,-2,-8,84,benign,,,,,,,,,,,,,,,,,,,,,
34513.67861,80,0,0,0,0,0,131,69,82,20448,30,42,0,-10,84,benign,,,,,,,,,,,,,,,,,,,,,
34514.20291,80,0,0,0,0,0,166,69,81,20448,30,42,-9,-16,82,benign,,,,,,,,,,,,,,,,,,,,,
34514.73451,80,0,0,0,0,0,177,69,80,20449,31,42,2,-17,82,benign,,,,,,,,,,,,,,,,,,,,,
34515.25518,80,0,0,0,0,0,178,69,80,20449,31,42,-4,-17,82,benign,,,,,,,,,,,,,,,,,,,,,
34515.77901,80,0,0,0,0,0,178,69,80,20448,32,42,-4,-15,82,benign,,,,,,,,,,,,,,,,,,,,,
34516.29047,80,0,0,0,0,0,178,69,80,20459,32,42,-4,-14,82,benign,,,,,,,,,,,,,,,,,,,,,
34516.82046,80,-3,0,0,1,0,179,69,80,20447,33,42,-20,-13,83,benign,,,,,,,,,,,,,,,,,,,,,
34517.37563,80,-2,0,0,0,0,178,69,79,20455,33,42,-34,-6,86,benign,,,,,,,,,,,,,,,,,,,,,
34517.91965,80,-2,0,0,0,0,178,69,80,20451,34,42,-48,-10,82,benign,,,,,,,,,,,,,,,,,,,,,
34518.47567,80,-2,0,0,-1,0,178,68,80,20454,34,42,0,-15,83,benign,,,,,,,,,,,,,,,,,,,,,
34518.99031,80,0,0,0,2,0,178,68,79,20459,35,42,-3,-22,80,benign,,,,,,,,,,,,,,,,,,,,,
34519.51431,80,0,-1,0,1,4,179,68,80,20460,35,42,-7,-24,80,benign,,,,,,,,,,,,,,,,,,,,,
34520.04053,80,0,-1,0,0,0,178,68,81,20456,36,42,-3,-12,83,benign,,,,,,,,,,,,,,,,,,,,,
34520.58458,80,0,-1,0,0,0,178,69,80,20462,37,42,-4,-5,82,benign,,,,,,,,,,,,,,,,,,,,,
34521.11,80,0,0,0,0,0,178,69,80,20460,37,42,-5,-4,81,benign,,,,,,,,,,,,,,,,,,,,,
34521.63515,80,0,0,0,0,0,178,69,79,20456,38,42,-6,-4,81,benign,,,,,,,,,,,,,,,,,,,,,
34522.16001,80,-1,0,0,-8,0,178,69,80,20454,38,42,-6,-4,81,benign,,,,,,,,,,,,,,,,,,,,,
34522.68361,80,-3,0,0,0,0,178,69,79,20464,39,42,-24,-2,80,benign,,,,,,,,,,,,,,,,,,,,,
34523.24059,80,-2,0,0,0,0,178,69,79,20458,39,42,-50,-7,75,benign,,,,,,,,,,,,,,,,,,,,,
34523.76375,80,-2,0,0,-1,0,178,69,79,20463,40,42,-32,11,78,benign,,,,,,,,,,,,,,,,,,,,,
34524.30534,80,-2,0,0,0,0,178,68,78,20462,40,42,-10,10,80,benign,,,,,,,,,,,,,,,,,,,,,
34524.8221,80,0,0,0,0,0,178,68,78,20458,41,42,-1,9,79,benign,,,,,,,,,,,,,,,,,,,,,
34525.34766,80,0,-1,0,0,0,178,69,78,20463,41,42,0,8,80,benign,,,,,,,,,,,,,,,,,,,,,
34525.87028,80,0,0,0,0,-1,178,69,79,20470,42,42,1,5,80,benign,,,,,,,,,,,,,,,,,,,,,
34526.40186,80,0,0,0,0,0,178,68,79,20468,42,42,0,4,81,benign,,,,,,,,,,,,,,,,,,,,,
34526.92896,80,0,0,0,0,0,178,68,78,20459,43,42,-2,5,80,benign,,,,,,,,,,,,,,,,,,,,,
34527.45655,80,-4,0,0,-1,0,178,68,79,20459,43,42,3,6,79,benign,,,,,,,,,,,,,,,,,,,,,
34527.97912,80,-2,0,0,-1,0,178,68,79,20461,44,42,24,7,79,benign,,,,,,,,,,,,,,,,,,,,,
34528.51039,80,-2,0,0,-1,0,178,69,80,20452,44,42,38,3,79,benign,,,,,,,,,,,,,,,,,,,,,
34529.03615,80,-2,0,0,-1,0,178,69,79,20466,45,42,50,3,79,benign,,,,,,,,,,,,,,,,,,,,,
34529.56538,80,-2,0,0,-1,0,178,69,79,20463,45,42,28,-15,86,benign,,,,,,,,,,,,,,,,,,,,,
34530.09102,80,0,0,0,0,0,178,69,79,20462,46,42,20,-17,83,benign,,,,,,,,,,,,,,,,,,,,,
34530.60803,80,-1,-1,0,-2,1,178,68,79,20465,46,42,17,-16,84,benign,,,,,,,,,,,,,,,,,,,,,
34531.11522,80,-1,-1,0,0,0,178,68,80,20467,47,42,9,-11,83,benign,,,,,,,,,,,,,,,,,,,,,
34531.62986,80,0,0,0,0,0,178,69,79,20465,48,42,3,-6,82,benign,,,,,,,,,,,,,,,,,,,,,
34532.13898,80,0,0,0,0,0,-174,69,79,20467,48,42,-1,-2,82,benign,,,,,,,,,,,,,,,,,,,,,
34532.67056,80,0,0,0,0,0,-139,69,79,20464,49,41,3,-3,82,benign,,,,,,,,,,,,,,,,,,,,,
34533.1952,80,0,0,0,0,0,-103,69,81,20460,49,41,3,-3,83,benign,,,,,,,,,,,,,,,,,,,,,
34533.7093,80,0,0,0,0,0,-79,69,81,20467,50,41,2,-4,83,benign,,,,,,,,,,,,,,,,,,,,,
34534.22033,80,0,0,0,0,0,-43,69,82,20463,50,41,-2,-1,83,benign,,,,,,,,,,,,,,,,,,,,,
34534.73094,80,0,0,0,0,0,-19,69,81,20461,51,41,1,0,83,benign,,,,,,,,,,,,,,,,,,,,,
34535.25904,80,0,0,0,0,0,-3,69,81,20460,51,41,-1,0,83,benign,,,,,,,,,,,,,,,,,,,,,
34535.78264,80,0,0,0,0,0,-1,68,81,20471,52,41,-200,-200,-200,benign,,,,,,,,,,,,,,,,,,,,,
34536.30376,70,0,0,2,0,0,0,68,77,20456,52,41,-200,-200,-200,benign,,,,,,,,,,,,,,,,,,,,,
34536.82891,50,0,0,4,0,0,0,68,56,20437,53,41,-200,-200,-200,benign,,,,,,,,,,,,,,,,,,,,,
34537.33807,30,0,0,4,0,0,0,68,32,20418,53,41,-200,-200,-200,benign,,,,,,,,,,,,,,,,,,,,,
34537.83873,10,0,0,4,0,0,0,68,10,20276,54,40,-200,-200,-200,benign,,,,,,,,,,,,,,,,,,,,,
34538.36752,0,0,0,0,-1,0,0,69,10,20187,54,40,-200,-200,-200,benign,,,,,,,,,,,,,,,,,,,,,
34538.89857,0,0,0,0,-1,0,0,69,10,20302,55,40,-200,-200,-200,benign,,,,,,,,,,,,,,,,,,,,,
34598.42688,70,0,0,0,0,0,0,71,76,20447,2,32,-7,-11,78,benign,,,,,,,,,,,,,,,,,,,,,
34598.95051,70,0,0,0,0,0,0,72,79,20446,3,32,-8,-12,80,benign,,,,,,,,,,,,,,,,,,,,,
34599.47537,80,0,0,0,0,0,0,72,81,20444,3,32,-8,-12,83,benign,,,,,,,,,,,,,,,,,,,,,
34599.99608,80,0,0,0,0,0,0,71,82,20451,4,32,-10,-13,84,benign,,,,,,,,,,,,,,,,,,,,,
34600.52529,80,0,0,0,0,0,0,71,82,20457,5,32,-9,-11,84,benign,,,,,,,,,,,,,,,,,,,,,
34601.05438,80,0,0,0,0,0,0,71,82,20448,5,32,-11,-11,84,benign,,,,,,,,,,,,,,,,,,,,,
34601.57948,80,0,0,0,0,0,0,71,83,20454,6,32,-11,-11,85,benign,,,,,,,,,,,,,,,,,,,,,
34602.10616,80,0,0,0,-1,0,0,70,84,20445,6,32,-10,-12,86,benign,,,,,,,,,,,,,,,,,,,,,
34602.62922,80,0,0,0,-1,0,0,70,83,20449,7,32,-8,-7,85,benign,,,,,,,,,,,,,,,,,,,,,
34603.15493,70,0,0,0,1,1,0,71,82,20454,7,32,-5,-3,84,benign,,,,,,,,,,,,,,,,,,,,,
34603.67019,80,0,0,0,0,0,0,71,83,20452,8,32,-4,-2,85,benign,,,,,,,,,,,,,,,,,,,,,
34604.19207,80,0,0,0,0,0,0,71,84,20455,8,32,-7,-5,86,benign,,,,,,,,,,,,,,,,,,,,,
34604.69787,80,0,0,0,0,0,0,71,84,20451,9,32,-8,-6,86,benign,,,,,,,,,,,,,,,,,,,,,
34605.21848,80,3,0,0,-8,0,0,70,84,20455,9,32,-6,-11,86,benign,,,,,,,,,,,,,,,,,,,,,
34605.72563,80,2,0,0,-1,0,0,71,84,20453,10,32,16,-13,87,benign,,,,,,,,,,,,,,,,,,,,,
34606.24073,80,2,0,0,-1,0,0,71,84,20454,10,32,28,-13,88,benign,,,,,,,,,,,,,,,,,,,,,
34606.7658,80,2,0,0,-1,0,0,71,84,20448,11,32,37,-9,92,benign,,,,,,,,,,,,,,,,,,,,,
34607.28541,80,2,0,0,-1,0,0,71,84,20450,11,32,47,10,83,benign,,,,,,,,,,,,,,,,,,,,,
34607.81022,80,1,0,0,-1,2,0,71,84,20454,12,32,40,2,81,benign,,,,,,,,,,,,,,,,,,,,,
34608.33345,80,0,0,0,0,0,0,71,83,20450,12,32,32,4,82,benign,,,,,,,,,,,,,,,,,,,,,
34608.8621,80,0,0,0,0,0,0,70,83,20451,13,32,36,5,80,benign,,,,,,,,,,,,,,,,,,,,,
34609.38185,80,0,0,0,-1,0,0,70,84,20456,13,32,38,5,81,benign,,,,,,,,,,,,,,,,,,,,,
34609.90545,80,4,0,0,-4,0,0,70,84,20452,14,32,14,-2,90,benign,,,,,,,,,,,,,,,,,,,,,
34610.42805,80,2,0,0,0,0,0,70,83,20454,14,32,16,9,84,benign,,,,,,,,,,,,,,,,,,,,,
34610.98673,80,2,0,0,-2,0,0,71,83,20455,15,32,3,11,84,benign,,,,,,,,,,,,,,,,,,,,,
34611.51026,80,2,0,0,-1,0,0,71,83,20453,15,32,-5,15,84,benign,,,,,,,,,,,,,,,,,,,,,
34612.03703,80,2,0,0,-1,0,0,71,83,20457,16,32,-22,20,81,benign,,,,,,,,,,,,,,,,,,,,,
34612.5949,80,2,0,0,-1,0,0,71,81,20455,17,32,-36,20,77,benign,,,,,,,,,,,,,,,,,,,,,
34613.17039,70,0,0,0,0,2,0,70,79,20453,17,32,-35,25,78,benign,,,,,,,,,,,,,,,,,,,,,
34613.74028,70,-2,-1,0,5,-3,0,70,79,20465,18,32,-45,-12,81,benign,,,,,,,,,,,,,,,,,,,,,
34614.25656,70,-2,-1,0,-1,0,0,69,78,20467,18,32,-24,12,77,benign,,,,,,,,,,,,,,,,,,,,,
34614.78237,70,-1,0,0,-2,0,0,69,77,20457,19,32,-5,4,79,benign,,,,,,,,,,,,,,,,,,,,,
34615.31083,70,0,0,0,-1,1,0,70,78,20460,19,32,-2,1,79,benign,,,,,,,,,,,,,,,,,,,,,
34615.83675,70,0,0,0,0,0,0,70,77,20458,20,32,-1,1,79,benign,,,,,,,,,,,,,,,,,,,,,
34616.35932,70,0,0,0,-1,0,0,70,77,20465,20,32,0,2,79,benign,,,,,,,,,,,,,,,,,,,,,
34616.88208,70,4,0,0,0,0,0,70,77,20459,21,32,-13,-4,79,benign,,,,,,,,,,,,,,,,,,,,,
